Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
46.222314	86.671834	81.869986	-0.007102	0.756911
46.071743	86.223906	81.874990	-0.007074	0.755766
46.133944	85.729488	81.879994	-0.007086	0.754687
46.172340	85.246553	81.884999	-0.007093	0.753614
46.259283	84.784862	81.890003	-0.007109	0.752627
46.155337	84.346130	81.895007	-0.007090	0.751536
45.876702	83.916640	81.900012	-0.007038	0.750321
45.919545	83.385726	81.905016	-0.007046	0.749134
45.953714	82.913339	81.910020	-0.007052	0.748073
46.027049	82.441418	81.915025	-0.007066	0.747045
46.032284	81.988567	81.920029	-0.007067	0.746002
45.906260	81.542437	81.925033	-0.007044	0.744866
45.900716	81.055147	81.930038	-0.007043	0.743732
45.866982	80.605000	81.935042	-0.007037	0.742659
45.717932	80.144842	81.940047	-0.007009	0.741465
45.808768	79.648306	81.945051	-0.007026	0.740384
45.680246	79.200291	81.950055	-0.007002	0.739233
45.704209	78.721503	81.955060	-0.007007	0.738134
45.733686	78.257784	81.960064	-0.007012	0.737074
45.740179	77.777348	81.965068	-0.007013	0.735954
45.743856	77.309848	81.970073	-0.007014	0.734860
45.691534	76.858978	81.975077	-0.007004	0.733757
45.769845	76.378893	81.980081	-0.007019	0.732693
45.715189	75.923160	81.985086	-0.007009	0.731573
45.777124	75.433973	81.990090	-0.007020	0.730471
45.735482	74.983552	81.995094	-0.007012	0.729371
45.658033	74.526221	82.000099	-0.006998	0.728223
45.601927	74.072892	82.005103	-0.006988	0.727101
45.524650	73.578099	82.010107	-0.006973	0.725860
45.459977	73.131008	82.015112	-0.006962	0.724742
45.441492	72.653520	82.020116	-0.006958	0.723588
45.371500	72.198658	82.025120	-0.006945	0.722443
45.422980	71.690255	82.030125	-0.006955	0.721272
45.506823	71.222371	82.035129	-0.006970	0.720224
45.449291	70.776550	82.040133	-0.006960	0.719106
45.412420	70.323006	82.045138	-0.006953	0.717985
45.445674	69.848554	82.050142	-0.006959	0.716872
45.205747	69.405645	82.055146	-0.006915	0.715599
45.298097	68.898959	82.060151	-0.006932	0.714456
45.154231	68.464351	82.065155	-0.006905	0.713282
45.315651	67.946323	82.070160	-0.006935	0.712167
45.274921	67.496191	82.075164	-0.006927	0.711040
45.205396	67.064049	82.080168	-0.006915	0.709931
45.256330	66.555642	82.085173	-0.006924	0.708738
45.119963	66.128179	82.090177	-0.006899	0.707578
44.872390	65.672489	82.095181	-0.006853	0.706250
45.076067	65.134745	82.100186	-0.006891	0.705113
44.939126	64.713434	82.105190	-0.006866	0.703962
44.907624	64.251350	82.110194	-0.006860	0.702801
45.129603	63.733205	82.115199	-0.006901	0.701722
45.033278	63.303138	82.120203	-0.006883	0.700579
45.064927	62.829248	82.125207	-0.006889	0.699439
44.797333	62.415989	82.130212	-0.006839	0.698183
44.979679	61.869253	82.135216	-0.006873	0.696992
44.798726	61.463308	82.140220	-0.006840	0.695826
44.854981	60.940498	82.145225	-0.006850	0.694578
44.783029	60.521239	82.150229	-0.006837	0.693472
44.835700	60.018415	82.155233	-0.006846	0.692267
44.778089	59.564282	82.160238	-0.006836	0.691083
44.675862	59.122163	82.165242	-0.006817	0.689887
44.595621	58.640837	82.170246	-0.006802	0.688610
44.510055	58.178685	82.175251	-0.006787	0.687374
44.728682	57.658806	82.180255	-0.006827	0.686265
44.628351	57.224980	82.185259	-0.006808	0.685083
44.736223	56.748197	82.190264	-0.006828	0.683978
44.714982	56.294682	82.195268	-0.006824	0.682814
44.728491	55.817383	82.200273	-0.006827	0.681619
44.447912	55.411820	82.205277	-0.006775	0.680337
44.401247	54.883886	82.210281	-0.006767	0.678955
44.448937	54.434758	82.215286	-0.006775	0.677856
44.319875	53.980396	82.220290	-0.006752	0.676581
44.133547	53.513651	82.225294	-0.006717	0.675219
44.349890	52.982839	82.230299	-0.006757	0.674060
44.446617	52.535584	82.235303	-0.006775	0.673002
44.402737	52.082440	82.240307	-0.006767	0.671799
44.373552	51.613459	82.245312	-0.006761	0.670567
44.338282	51.154954	82.250316	-0.006755	0.669354
44.307519	50.689858	82.255320	-0.006749	0.668125
44.293547	50.224219	82.260325	-0.006747	0.666909
44.465714	49.716593	82.265329	-0.006778	0.665754
44.221168	49.310292	82.270333	-0.006733	0.664473
44.314002	48.815756	82.275338	-0.006750	0.663274
44.238493	48.356827	82.280342	-0.006736	0.662009
44.079095	47.910282	82.285346	-0.006707	0.660695
43.957109	47.435672	82.290351	-0.006685	0.659340
44.162682	46.928467	82.295355	-0.006723	0.658204
44.023371	46.493867	82.300359	-0.006697	0.656933
44.134340	45.997071	82.305364	-0.006717	0.655732
44.033777	45.556225	82.310368	-0.006699	0.654476
44.077051	45.065878	82.315372	-0.006707	0.653223
43.979389	44.636499	82.320377	-0.006689	0.651995
44.061755	44.130982	82.325381	-0.006704	0.650734
43.979996	43.672905	82.330386	-0.006689	0.649441
43.919984	43.238470	82.335390	-0.006678	0.648228
43.968501	42.747155	82.340394	-0.006687	0.646966
43.907431	42.273713	82.345399	-0.006675	0.645643
43.863379	41.819201	82.350403	-0.006667	0.644385
43.872600	41.340015	82.355407	-0.006669	0.643110
43.729625	40.905819	82.360412	-0.006643	0.641806
43.617354	40.431247	82.365416	-0.006622	0.640421
43.714900	39.920353	82.370420	-0.006640	0.639137
43.725866	39.465258	82.375425	-0.006642	0.637918
43.531629	39.048729	82.380429	-0.006606	0.636602
43.609928	38.523939	82.385433	-0.006621	0.635254
43.645174	38.060117	82.390438	-0.006627	0.634028
43.692361	37.601009	82.395442	-0.006636	0.632823
43.632671	37.136636	82.400446	-0.006625	0.631497
43.682460	36.672617	82.405451	-0.006634	0.630277
43.524160	36.221698	82.410455	-0.006605	0.628886
43.469464	35.757546	82.415459	-0.006595	0.627557
43.347846	35.290172	82.420464	-0.006572	0.626151
43.412268	34.794295	82.425468	-0.006584	0.624847
43.554232	34.305862	82.430472	-0.006610	0.623637
43.366690	33.898799	82.435477	-0.006576	0.622324
43.306572	33.426490	82.440481	-0.006565	0.620953
43.408601	32.920417	82.445486	-0.006584	0.619647
43.293031	32.473319	82.450490	-0.006562	0.618286
43.255828	32.014520	82.455494	-0.006555	0.616967
43.107996	31.564872	82.460499	-0.006528	0.615560
43.145978	31.063847	82.465503	-0.006535	0.614192
43.236508	30.574062	82.470507	-0.006552	0.612905
43.224423	30.138662	82.475512	-0.006550	0.611666
43.255830	29.667247	82.480516	-0.006555	0.610367
43.198646	29.202705	82.485520	-0.006545	0.608994
42.994499	28.775380	82.490525	-0.006507	0.607575
43.243937	28.218698	82.495529	-0.006553	0.606246
42.979161	27.844669	82.500533	-0.006505	0.604910
42.959270	27.338031	82.505538	-0.006501	0.603443
43.110498	26.846527	82.510542	-0.006529	0.602191
42.986811	26.405506	82.515546	-0.006506	0.600799
42.968648	25.941888	82.520551	-0.006503	0.599447
43.006852	25.449427	82.525555	-0.006510	0.598068
42.985840	25.002643	82.530559	-0.006506	0.596755
43.018441	24.526299	82.535564	-0.006512	0.595410
42.939321	24.067752	82.540568	-0.006497	0.593998
42.951609	23.593476	82.545572	-0.006499	0.592631
42.803283	23.163003	82.550577	-0.006472	0.591222
42.776697	22.669727	82.555581	-0.006467	0.589752
42.798372	22.192524	82.560585	-0.006471	0.588377
42.606341	21.764584	82.565590	-0.006436	0.586919
42.690309	21.256249	82.570594	-0.006451	0.585511
42.780504	20.760901	82.575599	-0.006468	0.584145
42.739316	20.335735	82.580603	-0.006460	0.582844
42.553359	19.897892	82.585607	-0.006426	0.581349
42.511787	19.409704	82.590612	-0.006418	0.579854
42.606850	18.894637	82.595616	-0.006436	0.578421
42.600202	18.469011	82.600620	-0.006435	0.577142
42.598919	17.993363	82.605625	-0.006434	0.575717
42.619082	17.516623	82.610629	-0.006438	0.574308
42.633917	17.061357	82.615633	-0.006441	0.572955
42.500087	16.619223	82.620638	-0.006416	0.571477
42.553126	16.111252	82.625642	-0.006426	0.569999
42.532058	15.669393	82.630646	-0.006422	0.568637
42.439648	15.219297	82.635651	-0.006405	0.567169
42.204263	14.773152	82.640655	-0.006362	0.565552
42.286322	14.246741	82.645659	-0.006377	0.564034
42.177767	13.814194	82.650664	-0.006357	0.562590
42.130777	13.352082	82.655668	-0.006348	0.561119
42.097633	12.864263	82.660672	-0.006342	0.559580
42.027435	12.408154	82.665677	-0.006329	0.558094
42.032648	11.926164	82.670681	-0.006330	0.556608
41.992000	11.465977	82.675685	-0.006323	0.555134
42.081937	10.967744	82.680690	-0.006339	0.553684
42.115635	10.571073	82.685694	-0.006345	0.552484

42.038942	10.471412	82.690698	-0.006331	0.552087
42.104090	10.686455	82.695703	-0.006343	0.552831
42.005729	11.079856	82.700707	-0.006325	0.553948
42.057338	11.475632	82.705712	-0.006335	0.555237
42.185681	11.890383	82.710716	-0.006358	0.556667
42.013727	12.371447	82.715720	-0.006327	0.557965
42.093710	12.764646	82.720725	-0.006341	0.559268
42.251274	13.165165	82.725729	-0.006370	0.560676
42.308557	13.633490	82.730733	-0.006381	0.562179
42.420709	14.022946	82.735738	-0.006401	0.563496
42.387320	14.512456	82.740742	-0.006395	0.564956
42.414440	14.949346	82.745746	-0.006400	0.566318
42.399628	15.367459	82.750751	-0.006398	0.567575
42.591160	15.779482	82.755755	-0.006433	0.569034
42.532362	16.242003	82.760759	-0.006422	0.570371
42.514261	16.681521	82.765764	-0.006419	0.571679
42.476104	17.108393	82.770768	-0.006412	0.572925
42.649229	17.499019	82.775772	-0.006443	0.574286
42.431531	18.016981	82.780777	-0.006403	0.575607
42.560281	18.390318	82.785781	-0.006427	0.576863
42.558869	18.838729	82.790785	-0.006427	0.578201
42.564204	19.275773	82.795790	-0.006428	0.579509
42.553876	19.699861	82.800794	-0.006426	0.580759
42.614385	20.131095	82.805798	-0.006437	0.582103
42.579573	20.577408	82.810803	-0.006431	0.583388
42.683270	20.987969	82.815807	-0.006450	0.584710
42.859774	21.396765	82.820811	-0.006482	0.586102
42.737967	21.889526	82.825816	-0.006460	0.587422
42.795002	22.283446	82.830820	-0.006470	0.588638
42.861347	22.728448	82.835825	-0.006482	0.590010
42.899521	23.167113	82.840829	-0.006489	0.591332
43.023958	23.581760	82.845833	-0.006512	0.592670
42.864063	24.046036	82.850838	-0.006483	0.593854
42.957571	24.475821	82.855842	-0.006500	0.595198
42.960857	24.896718	82.860846	-0.006501	0.596420
43.092210	25.314247	82.865851	-0.006525	0.597763
43.146791	25.740308	82.870855	-0.006535	0.599048
43.059256	26.220102	82.875859	-0.006519	0.600338
43.198865	26.621261	82.880864	-0.006544	0.601633
43.077274	27.081884	82.885868	-0.006522	0.602828
43.072910	27.503385	82.890872	-0.006521	0.604028
43.132256	27.921469	82.895877	-0.006532	0.605282
43.136265	28.368363	82.900881	-0.006533	0.606559
43.124020	28.808961	82.905885	-0.006531	0.607798
43.023444	29.252038	82.910890	-0.006512	0.608953
43.194202	29.644559	82.915894	-0.006543	0.610237
43.176976	30.092695	82.920898	-0.006540	0.611485
43.289556	30.507341	82.925903	-0.006561	0.612767
43.285816	30.964674	82.930907	-0.006560	0.614050
43.349622	31.387086	82.935911	-0.006572	0.615299
43.364897	31.828212	82.940916	-0.006575	0.616550
43.290028	32.289299	82.945920	-0.006561	0.617765
43.190072	32.712892	82.950924	-0.006543	0.618847
43.402804	33.087596	82.955929	-0.006582	0.620102
43.422659	33.554066	82.960933	-0.006585	0.621419
43.446171	33.998400	82.965938	-0.006590	0.622674
43.454925	34.424010	82.970942	-0.006591	0.623861
43.421326	34.877091	82.975946	-0.006585	0.625080
43.459633	35.286780	82.980951	-0.006592	0.626247
43.510265	35.716464	82.985955	-0.006601	0.627480
43.529699	36.162945	82.990959	-0.006605	0.628725
43.497377	36.608361	82.995964	-0.006599	0.629915
43.568288	37.004417	83.000968	-0.006612	0.631068
43.472778	37.484730	83.005972	-0.006595	0.632286
43.575493	37.876563	83.010977	-0.006613	0.633455
43.630721	38.321456	83.015981	-0.006624	0.634719
43.594689	38.763154	83.020985	-0.006617	0.635884
43.562904	39.204247	83.025990	-0.006611	0.637049
43.679022	39.604620	83.030994	-0.006632	0.638244
43.730612	40.037983	83.035998	-0.006642	0.639464
43.853441	40.472269	83.041003	-0.006664	0.640753
43.939846	40.915412	83.046007	-0.006680	0.642029
43.906390	41.347768	83.051011	-0.006674	0.643157
43.816554	41.813246	83.056016	-0.006658	0.644319
43.976721	42.196090	83.061020	-0.006687	0.645496
44.052844	42.640175	83.066024	-0.006701	0.646755
43.937602	43.104911	83.071029	-0.006680	0.647883
44.091115	43.493705	83.076033	-0.006708	0.649064
43.954583	43.990774	83.081038	-0.006683	0.650254
44.243676	44.346294	83.086042	-0.006736	0.651471
44.110413	44.829164	83.091046	-0.006712	0.652622
44.072631	45.255950	83.096051	-0.006705	0.653714
44.180893	45.664232	83.101055	-0.006725	0.654893
44.051473	46.163291	83.106059	-0.006701	0.656084
44.107347	46.543070	83.111064	-0.006711	0.657135
44.128601	46.965039	83.116068	-0.006715	0.658262
44.149753	47.428709	83.121072	-0.006719	0.659496
44.113004	47.854943	83.126077	-0.006712	0.660575
44.090779	48.302237	83.131081	-0.006708	0.661722
44.095909	48.721829	83.136085	-0.006709	0.662820
44.102783	49.135879	83.141090	-0.006710	0.663903
44.219063	49.565596	83.146094	-0.006732	0.665127
44.309202	50.003285	83.151098	-0.006748	0.666344
44.336524	50.447416	83.156103	-0.006753	0.667519
44.507941	50.832460	83.161107	-0.006785	0.668671
44.561972	51.310707	83.166111	-0.006795	0.669954
44.289994	51.800635	83.171116	-0.006745	0.670964
44.379321	52.171641	83.176120	-0.006761	0.671999
44.466512	52.615228	83.181124	-0.006777	0.673217
44.435517	53.045200	83.186129	-0.006771	0.674290
44.500691	53.474931	83.191133	-0.006783	0.675448
44.523971	53.903032	83.196137	-0.006788	0.676562
44.477723	54.366886	83.201142	-0.006779	0.677702
44.438638	54.771403	83.206146	-0.006772	0.678695
44.525626	55.199279	83.211151	-0.006788	0.679861
44.496740	55.658704	83.216155	-0.006782	0.680999
44.567419	56.060874	83.221159	-0.006795	0.682082
44.566146	56.492007	83.226164	-0.006795	0.683170
44.641682	56.932005	83.231168	-0.006809	0.684348
44.746400	57.369032	83.236172	-0.006828	0.685543
44.665725	57.812603	83.241177	-0.006814	0.686586
44.725143	58.237442	83.246181	-0.006824	0.687706
44.613167	58.689657	83.251185	-0.006804	0.688740
44.633961	59.109897	83.256190	-0.006808	0.689810
44.812298	59.504133	83.261194	-0.006840	0.690955
44.785497	59.972874	83.266198	-0.006835	0.692100
44.915710	60.390316	83.271203	-0.006859	0.693256
44.857851	60.835655	83.276207	-0.006849	0.694312
44.867118	61.271117	83.281211	-0.006850	0.695401
44.984224	61.683673	83.286216	-0.006872	0.696528
44.875577	62.163770	83.291220	-0.006852	0.697620
44.951369	62.549140	83.296224	-0.006866	0.698639
44.932788	62.998204	83.301229	-0.006863	0.699731
44.932188	63.447526	83.306233	-0.006862	0.700837
44.936333	63.863348	83.311237	-0.006863	0.701864
44.822543	64.319875	83.316242	-0.006842	0.702885
44.936950	64.711093	83.321246	-0.006863	0.703945
44.990778	65.155509	83.326250	-0.006873	0.705080
45.166490	65.568160	83.331255	-0.006905	0.706243
44.972140	66.074930	83.336259	-0.006870	0.707310
45.100052	66.433094	83.341264	-0.006893	0.708295
45.192817	66.872343	83.346268	-0.006910	0.709444
45.058821	67.346966	83.351272	-0.006886	0.710481
45.157923	67.770989	83.356277	-0.006904	0.711596
45.261590	68.174404	83.361281	-0.006923	0.712663
45.206459	68.626377	83.366285	-0.006913	0.713709
45.277187	69.060520	83.371290	-0.006926	0.714818
45.307109	69.493401	83.376294	-0.006931	0.715888
45.215956	69.946439	83.381298	-0.006914	0.716901
45.341656	70.337998	83.386303	-0.006938	0.717950
45.399311	70.767897	83.391307	-0.006948	0.719032
45.340161	71.240246	83.396311	-0.006937	0.720114
45.516294	71.624567	83.401316	-0.006970	0.721184
45.498850	72.093668	83.406320	-0.006966	0.722291
45.502100	72.519636	83.411324	-0.006967	0.723310
45.509279	72.954961	83.416329	-0.006968	0.724354
45.291162	73.431317	83.421333	-0.006928	0.725302
45.435023	73.794539	83.426337	-0.006955	0.726288
45.459735	74.264795	83.431342	-0.006959	0.727425
45.487153	74.678742	83.436346	-0.006964	0.728429
45.290188	75.136547	83.441350	-0.006928	0.729346
45.297559	75.582195	83.446355	-0.006929	0.730406
45.472512	75.944951	83.451359	-0.006962	0.731410
45.593073	76.406511	83.456363	-0.006984	0.732599
45.725653	76.814349	83.461368	-0.007008	0.733670
45.575645	77.309819	83.466372	-0.006980	0.734709
45.742995	77.687820	83.471377	-0.007011	0.735736
45.665400	78.158821	83.476381	-0.006997	0.736774
45.786746	78.558847	83.481385	-0.007019	0.737812
45.898073	78.995365	83.486390	-0.007040	0.738925
45.749756	79.479764	83.491394	-0.007012	0.739931
45.778458	79.884921	83.496398	-0.007018	0.740899
45.841640	80.300905	83.501403	-0.007029	0.741920
45.793018	80.747742	83.506407	-0.007020	0.742918
45.941862	81.153776	83.511411	-0.007048	0.743983
45.860822	81.628304	83.516416	-0.007033	0.745016
45.871287	82.041573	83.521420	-0.007035	0.745981
45.881469	82.465824	83.526424	-0.007037	0.746970
45.979559	82.905131	83.531429	-0.007055	0.748064
45.816713	83.363640	83.536433	-0.007025	0.748987
45.803215	83.775568	83.541437	-0.007022	0.749924
45.815835	84.227572	83.546442	-0.007025	0.750974
45.765243	84.638334	83.551446	-0.007015	0.751875
45.846795	85.069728	83.556450	-0.007030	0.752931
45.947414	85.483883	83.561455	-0.007049	0.753962
46.056851	85.920274	83.566459	-0.007069	0.755049
45.988464	86.380760	83.571463	-0.007056	0.756045
46.114539	86.780474	83.576468	-0.007079	0.757059
46.155555	87.231324	83.581472	-0.007087	0.758119
46.125017	87.670671	83.586476	-0.007081	0.759093
46.135024	88.093633	83.591481	-0.007083	0.760062
46.165453	88.549451	83.596485	-0.007089	0.761120
45.869254	89.011185	83.601490	-0.007034	0.761927
45.946170	89.392963	83.606494	-0.007048	0.762853
46.103532	89.795793	83.611498	-0.007077	0.763890
46.240658	90.251767	83.616503	-0.007103	0.765029
46.218271	90.702992	83.621507	-0.007098	0.766028
46.339936	91.110023	83.626511	-0.007121	0.767042
46.263345	91.580698	83.631516	-0.007107	0.768039
46.211703	92.009480	83.636520	-0.007097	0.768960
46.159848	92.422458	83.641524	-0.007088	0.769844
46.386035	92.832032	83.646529	-0.007129	0.770942
46.358754	93.298623	83.651533	-0.007124	0.771964
46.319263	93.745412	83.656537	-0.007117	0.772930
46.523795	94.099518	83.661542	-0.007155	0.773883
46.451771	94.611461	83.666546	-0.007141	0.774966
46.432928	95.028422	83.671550	-0.007138	0.775879
46.383168	95.471470	83.676555	-0.007129	0.776824
46.479451	95.890600	83.681559	-0.007146	0.777830
